"fecha","subcategoria","ecommerce","marca","producto","precio.antes","precio.actual"
"2017-09-13","Mujer","Falabella","Puma","Zapatillas Mujer Bas...",NA,"S/ 349"
"2017-09-13","Mujer","Falabella","Salomon","Zapatillas Footwear ...",NA,"S/ 479"
"2017-09-13","Mujer","Falabella","North Star","Zapatillas Mujer Bas...",NA,"S/ 99"
"2017-09-13","Mujer","Falabella","Peak","Zapatillas Running R...",NA,"S/ 139"
"2017-09-13","Mujer","Falabella","Call It Spring","Zapatos Mujer Sport ...",NA,"S/ 229"
"2017-09-13","Mujer","Falabella","New Balance","Zapatillas Urbana Mu...",NA,"S/ 189"
"2017-09-13","Mujer","Falabella","Sybilla","Zapatillas Mujer Urb...","S/ 99","S/ 79"
"2017-09-13","Mujer","Falabella","North Star","Zapatillas Mujer Vit...",NA,"S/ 99"
"2017-09-13","Mujer","Falabella","CAT","Zapatillas Devoted P...",NA,"S/ 329"
"2017-09-13","Mujer","Falabella","Adidas","Polo ID Bos Box Grap...","S/ 89","S/ 44.50"
"2017-09-13","Mujer","Falabella","Salomon","Zapatillas Speedcros...",NA,"S/ 469"
"2017-09-13","Mujer","Falabella","Nike","Canguro Lean Waistpa...","S/ 79","S/ 63.20"
"2017-09-13","Mujer","Falabella","Ecowellness","Set de Bandas Power","S/ 49.90","S/ 44.91"
"2017-09-13","Mujer","Falabella","Under Armour","Guantes UA Flux Plat...","S/ 89","S/ 80.10"
"2017-09-13","Mujer","Falabella","Crepier","Mochila Khaled Negro",NA,"S/ 99"
"2017-09-13","Mujer","Falabella","North Star","Zapatillas Mujer Las...",NA,"S/ 99"
"2017-09-13","Mujer","Falabella","Adidas","Bolso de Entrenamien...","S/ 69","S/ 55.20"
"2017-09-13","Mujer","Falabella","Adidas","Muñequeras de Tenis ...","S/ 29","S/ 23.20"
"2017-09-13","Mujer","Falabella","Bata","Zapatillas Mujer Rub...",NA,"S/ 109"
"2017-09-13","Mujer","Falabella","Everlast","Bolso Deportivo Quil...",NA,"S/ 149"
"2017-09-13","Mujer","Falabella","Mikasa","Rodillera","S/ 79","S/ 55.30"
"2017-09-13","Mujer","Falabella","Converse","Zapatillas Mujer Bre...",NA,"S/ 259"
"2017-09-13","Mujer","Falabella","Peak","Zapatillas Running E...",NA,"S/ 249"
"2017-09-13","Mujer","Falabella","Ultimate","Cinturón Jurek",NA,"S/ 219"
"2017-09-13","Mujer","Falabella","Aldo","Zapatillas Urbanas M...",NA,"S/ 299"
"2017-09-13","Mujer","Falabella","Nike","Zapatillas Urbanas M...",NA,"S/ 329"
"2017-09-13","Mujer","Falabella","Puma","Cartera Ferrari ls S...","S/ 229","S/ 206.10"
"2017-09-13","Mujer","Falabella","Adidas","Tomatodo Performance...","S/ 29","S/ 23.20"
"2017-09-13","Mujer","Falabella","Adidas","Gorra Deportiva Gold...","S/ 79","S/ 63.20"
"2017-09-13","Mujer","Falabella","Reebok","Camiseta Sin Mangas ...","S/ 69","S/ 55.20"
"2017-09-13","Mujer","Falabella","Adidas","Zapatillas de Tenis ...",NA,"S/ 279"
"2017-09-13","Mujer","Falabella","Call It Spring","Zapatos Mujer Sport ...",NA,"S/ 129"
"2017-09-13","Mujer","Falabella","Puma","Zapatillas de Traini...",NA,"S/ 379"
"2017-09-13","Mujer","Falabella","Puma","Pantalón Mujer All E...","S/ 129","S/ 116.10"
"2017-09-13","Mujer","Falabella","Speedo","Set de Máscara y Tub...","S/ 69.90","S/ 55.92"
"2017-09-13","Mujer","Falabella","Tanara","Zapatillas Cosmopoli...",NA,"S/ 299"
"2017-09-13","Mujer","Falabella","Puma","Zapatillas Mujer IGN...",NA,"S/ 329"
"2017-09-13","Mujer","Falabella","Power","Zapatillas Mujer Pea...",NA,"S/ 139"
"2017-09-13","Mujer","Falabella","Reebok","Zapatillas Royal EC ...",NA,"S/ 179"
"2017-09-13","Mujer","Falabella","Nike","Zapatillas Wmns Esse...","S/ 289","S/ 173.40"
"2017-09-13","Mujer","Falabella","Under Armour","Polo Deportivo HG Ar...","S/ 99","S/ 79.20"
"2017-09-13","Mujer","Falabella","The North Face","Casaca Triclimate","S/ 869","S/ 782.10"
"2017-09-13","Mujer","Falabella","Aldo","Zapatillas Urbanas M...",NA,"S/ 229"
"2017-09-13","Mujer","Falabella","Victoria","Zapatillas Sin Pasad...",NA,"S/ 149"
"2017-09-13","Mujer","Falabella","Adidas","Maletín Deportivo GR...","S/ 159","S/ 127.20"
"2017-09-13","Mujer","Falabella","Nike","Polo Mujer 645436-01...","S/ 89","S/ 71.20"
"2017-09-13","Mujer","Falabella","Umbro","Maletín Deportivo Ve...","S/ 119","S/ 107.10"
"2017-09-13","Mujer","Falabella","Puma","Bolso Deportivo Core...","S/ 89","S/ 71.20"
"2017-09-13","Mujer","Falabella","Converse","Zapatillas para Muje...",NA,"S/ 199"
"2017-09-13","Mujer","Falabella","Puma","Mochila Buzz Violeta...","S/ 129","S/ 103.20"
"2017-09-13","Mujer","Falabella","Converse","Zapatillas Mujer Rub...",NA,"S/ 299"
"2017-09-13","Mujer","Falabella","Speedo","Traje de Baño Mujer ...","S/ 249.90","S/ 174.93"
"2017-09-13","Mujer","Falabella","Tyr","Gorro Latex",NA,"S/ 9.90"
"2017-09-13","Mujer","Falabella","Nike","Bolso Hombre BA4732-...","S/ 169","S/ 152.10"
"2017-09-13","Mujer","Falabella","Reebok","Gorra Deportiva A-Fl...",NA,"S/ 79"
"2017-09-13","Mujer","Falabella","Nike","Pantalón Woven Bliss...","S/ 249","S/ 124.50"
"2017-09-13","Mujer","Falabella","Ogio","Mochila X-Train2 Pac...",NA,"S/ 379"
"2017-09-13","Mujer","Falabella","Monark","Monark Pesa Tipo Dis...",NA,"S/ 59"
"2017-09-13","Mujer","Falabella","Speedo","Traje de Baño Mujer ...","S/ 139.90","S/ 97.93"
"2017-09-13","Mujer","Falabella","Peak","Zapatillas Running T...",NA,"S/ 169"
"2017-09-13","Mujer","Falabella","Under Armour","Mochila Deportiva Ad...","S/ 99","S/ 89.10"
"2017-09-13","Mujer","Falabella","Tyr","Lente Nest Pronano","S/ 44.90","S/ 35.92"
"2017-09-13","Mujer","Falabella","Alexandave","Alexandave Cinturón ...",NA,"S/ 219"
"2017-09-13","Mujer","Falabella","Adidas","Mochila Deportiva A....","S/ 99","S/ 79.20"
"2017-09-13","Mujer","Falabella","CAT","Zapatillas Hint P309...",NA,"S/ 299"
"2017-09-13","Mujer","Falabella","SKLZ","SKLZ Pro Bans Light","S/ 79.90","S/ 69"
"2017-09-13","Mujer","Falabella","Nike","Bolso Hombre BA3329-...","S/ 49","S/ 44.10"
"2017-09-13","Mujer","Falabella","Adidas","Gorra Deportiva Aero...","S/ 69","S/ 55.20"
"2017-09-13","Mujer","Falabella","Nike","Gorro Featherlight C...","S/ 65","S/ 58.50"
"2017-09-13","Mujer","Falabella","Nike","Zapatillas Urbanas M...","S/ 329","S/ 263.20"
"2017-09-13","Mujer","Falabella","Adidas","Bolso Deportivo Perf...","S/ 139","S/ 111.20"
"2017-09-13","Mujer","Falabella","SKLZ","SKLZ Liga de Entrena...","S/ 46.90","S/ 39.90"
"2017-09-13","Mujer","Falabella","Adidas","Camiseta Essentials ...","S/ 59","S/ 35.40"
"2017-09-13","Mujer","Falabella","Fratta","Zapatillas Running M...",NA,"S/ 89"
"2017-09-13","Mujer","Falabella","Babolat","Raqueta de Tenis Niñ...","S/ 126","S/ 113.40"
"2017-09-13","Mujer","Falabella","MTW","Correa para Pesa","S/ 129","S/ 89"
"2017-09-13","Mujer","Falabella","Reebok","Zapatillas Running M...",NA,"S/ 229"
"2017-09-13","Mujer","Falabella","SKLZ","Mancuerna de Neopren...","S/ 64.90","S/ 58.41"
"2017-09-13","Mujer","Falabella","Tyr","Lentes Technoflex 4....",NA,"S/ 42.90"
"2017-09-13","Mujer","Falabella","Bontrager","Bontrager Guantes de...","S/ 79.90","S/ 69"
"2017-09-13","Mujer","Falabella","Adidas","Bolso Maletín Tiro L...","S/ 139","S/ 111.20"
"2017-09-13","Mujer","Falabella","Babolat","Mochila Club Line",NA,"S/ 146.90"
"2017-09-13","Mujer","Falabella","Adidas","Bolso maletín Mujer ...","S/ 149","S/ 119.20"
"2017-09-13","Mujer","Falabella","ION","Polo Manga larga Cie...","S/ 199","S/ 179.10"
"2017-09-13","Mujer","Falabella","Adidas","Gorro Hombre Perform...","S/ 69","S/ 55.20"
"2017-09-13","Mujer","Falabella","Adidas","Maletín SC Backpack ...","S/ 149","S/ 119.20"
"2017-09-13","Mujer","Falabella","SKLZ","Quick Ladder ","S/ 99.90","S/ 89.91"
"2017-09-13","Mujer","Falabella","Tanara","Zapatillas Cosmopoli...",NA,"S/ 299"
"2017-09-13","Mujer","Falabella","Thule","Maleta de Viaje 86 L...",NA,"S/ 1,299"
"2017-09-13","Mujer","Falabella","Babolat","Raqueta de Tenis Niñ...","S/ 142.50","S/ 114"
"2017-09-13","Mujer","Falabella","Victoria","Zapatillas Victor 10...",NA,"S/ 209"
"2017-09-13","Mujer","Falabella","Nike","Zapatillas Mujer Sta...",NA,"S/ 349"
"2017-09-13","Mujer","Falabella","Monark","Monark Mancuerna de ...",NA,"S/ 29.90"
"2017-09-13","Mujer","Falabella","Aldo","Zapatillas Urbanas M...",NA,"S/ 249"
"2017-09-13","Mujer","Falabella","Puma","Zapatillas Rush Wns","S/ 249","S/ 174.30"
"2017-09-13","Mujer","Falabella","Under Armour","Guantes Resistor All...","S/ 99","S/ 89.10"
"2017-09-13","Mujer","Falabella","Hi Tec","Zapatillas Mujer Lim...",NA,"S/ 269"
"2017-09-13","Mujer","Falabella","Converse","Zapatillas Mujer Chu...",NA,"S/ 189"
"2017-09-13","Mujer","Falabella","Babolat","Raqueta Babolat Evok...","S/ 199","S/ 159.20"
"2017-09-13","Mujer","Falabella","Adidas","Zapatillas Mujer Tra...",NA,"S/ 249"
"2017-09-13","Mujer","Falabella","Puma","Zapatillas Osu v4 Wn...","S/ 219","S/ 153.30"
"2017-09-13","Mujer","Falabella","Reebok","Mochila Deportiva Mo...","S/ 119","S/ 95.20"
"2017-09-13","Mujer","Falabella","Adidas","Gorra de Running Cli...","S/ 79","S/ 63.20"
"2017-09-13","Mujer","Falabella","Chabely","Zapatillas Urbanas M...",NA,"S/ 129.90"
"2017-09-13","Mujer","Falabella","SKLZ","SKLZ Chaleco De Peso...","S/ 299.90","S/ 239"
"2017-09-13","Mujer","Falabella","Under Armour","Mochila Deportiva UA...","S/ 149","S/ 129"
"2017-09-13","Mujer","Falabella","Adidas","Gorra de Natación Si...","S/ 79","S/ 63.20"
"2017-09-13","Mujer","Falabella","Adidas","Malla Deportiva 1/2 ...","S/ 279","S/ 167.40"
"2017-09-13","Mujer","Falabella","Victoria","Zapatillas Victor 10...",NA,"S/ 209"
"2017-09-13","Mujer","Falabella","Adidas","Gorro Hombre Perform...","S/ 69","S/ 55.20"
"2017-09-13","Mujer","Falabella","Under Armour","Tri Pack Medias UA H...","S/ 49","S/ 44.10"
"2017-09-13","Mujer","Falabella","Reebok","Guantes de Training ...",NA,"S/ 99"
"2017-09-13","Mujer","Falabella","Reebok","Maletín Convertible ...",NA,"S/ 179"
"2017-09-13","Mujer","Falabella","Puma","Polo Mujer Ferrari P...","S/ 129","S/ 116.10"
"2017-09-13","Mujer","Falabella","Monark","Monark Mancuerna Ind...",NA,"S/ 69"
"2017-09-13","Mujer","Falabella","Reebok","Zapatillas Mujer You...",NA,"S/ 199"
"2017-09-13","Mujer","Falabella","Peak","Zapatillas Tennis Sh...",NA,"S/ 199"
"2017-09-13","Mujer","Falabella","Nike","Zapatillas Mujer Fre...",NA,"S/ 389"
"2017-09-13","Mujer","Falabella","SKLZ","SKLZ Liga de Entrena...","S/ 38.90","S/ 34.90"
"2017-09-13","Mujer","Falabella","SKLZ","Mancuerna de Neopren...","S/ 44.90","S/ 39.90"
"2017-09-13","Mujer","Falabella","Body Sculpture","Body Sculpture Pesa ...","S/ 119","S/ 69"
"2017-09-13","Mujer","Falabella","North Star","Zapatillas Mujer Las...",NA,"S/ 99"
"2017-09-13","Mujer","Falabella","Adidas","Zapatillas de runnin...",NA,"S/ 499"
"2017-09-13","Mujer","Falabella","Nike","Bvd Mujer Thank ","S/ 99","S/ 89.10"
"2017-09-13","Mujer","Falabella","SKLZ","Escalera de Elevació...","S/ 149","S/ 134.10"
"2017-09-13","Mujer","Falabella","Nike","Bolso Deportivo Wome...","S/ 119","S/ 107.10"
"2017-09-13","Mujer","Falabella","Reebok","Mochila Deportiva OS...","S/ 149","S/ 119.20"
"2017-09-13","Mujer","Falabella","Adidas","Gorra de Running Cli...","S/ 79","S/ 63.20"
"2017-09-13","Mujer","Falabella","Oxford","Oxford Mancuerna ace...","S/ 149","S/ 119"
"2017-09-13","Mujer","Falabella","Under Armour","MOH 1256393-400 UA A...","S/ 99","S/ 89.10"
"2017-09-13","Mujer","Falabella","CAT","Zapatillas Hint P309...",NA,"S/ 319"
"2017-09-13","Mujer","Falabella","Nike","Polo Mujer Pronto Mi...","S/ 129","S/ 64.50"
"2017-09-13","Mujer","Falabella","Diadora","Calza Mujer Brasil",NA,"S/ 129"
"2017-09-13","Mujer","Falabella","SKLZ","Mancuerna de Neopren...","S/ 19.90","S/ 17.91"
"2017-09-13","Mujer","Falabella","Adidas","Guantes de Paddle Ha...","S/ 99","S/ 79.20"
"2017-09-13","Mujer","Falabella","Nike","Gorro Unisex 679421-...","S/ 65","S/ 58.50"
"2017-09-13","Mujer","Falabella","Under Armour","Pantalón Deportivo H...","S/ 129","S/ 77.40"
"2017-09-13","Mujer","Falabella","Everlast","Leggings Short Impre...","S/ 69","S/ 41.40"
"2017-09-13","Mujer","Falabella","Oxford","Oxford Cinturón de E...","S/ 69","S/ 59"
"2017-09-13","Mujer","Falabella","Tyr","Lente Hydrolite","S/ 39.90","S/ 23.94"
"2017-09-13","Mujer","Falabella","Puma","Pantalón All Eyes On...","S/ 159","S/ 143.10"
"2017-09-13","Mujer","Falabella","Reebok","Zapatillas Speedlux ...",NA,"S/ 169"
"2017-09-13","Mujer","Falabella","Nike","Porta Celular Lightw...",NA,"S/ 79"
"2017-09-13","Mujer","Falabella","Basa","Basa Step - Gimnasio","S/ 69","S/ 55.20"
"2017-09-13","Mujer","Falabella","Converse","Zapatillas Mujer Sea...","S/ 219","S/ 175.20"
"2017-09-13","Mujer","Falabella","Adidas","Polo Mujer Running C...",NA,"S/ 129"
"2017-09-13","Mujer","Falabella","Alexandave","Alexandave Rueda Par...",NA,"S/ 89"
"2017-09-13","Mujer","Falabella","Nike","Guantes Nike Mens Lo...","S/ 79","S/ 71.10"
"2017-09-13","Mujer","Falabella","Adidas","Polo Manga Corta Run...","S/ 99","S/ 59.40"
"2017-09-13","Mujer","Falabella","Ogio","Mochila Apollo Packb...",NA,"S/ 289"
"2017-09-13","Mujer","Falabella","Ogio","Mochila Clutch Pack ...",NA,"S/ 229"
"2017-09-13","Mujer","Falabella","Adidas","Muñequera Para Tenis...","S/ 45","S/ 27"
"2017-09-13","Mujer","Falabella","Prince","Raqueta Tour 25 Niño...","S/ 159","S/ 111.30"
"2017-09-13","Mujer","Falabella","SKLZ","SKLZ Pro Bans Extra ...","S/ 179.90","S/ 159"
"2017-09-13","Mujer","Falabella","Bontrager","Bontrager Guantes de...","S/ 79.90","S/ 69"
"2017-09-13","Mujer","Falabella","Geox","Zapatillas Persefone","S/ 399","S/ 159.60"
"2017-09-13","Mujer","Falabella","Nike","Gorro Unisex 679421-...","S/ 69","S/ 62.10"
"2017-09-13","Mujer","Falabella","O2Cool","Tomatodo Single Wall...","S/ 29.90","S/ 26.91"
"2017-09-13","Mujer","Falabella","Nike","Gorro Df Spiros Cap","S/ 59","S/ 53.10"
"2017-09-13","Mujer","Falabella","Adidas","Zapatillas Adizero U...","S/ 499","S/ 299.40"
"2017-09-13","Mujer","Falabella","Monark","Monark Pesas Rusas d...",NA,"S/ 99"
"2017-09-13","Mujer","Falabella","Puma","Polo Mujer Running T...","S/ 69","S/ 62.10"
"2017-09-13","Mujer","Falabella","Nike","Zapatillas Mujer Fle...",NA,"S/ 299"
"2017-09-13","Mujer","Falabella","Oxford","Oxford Disco de 10 k...",NA,"S/ 129"
"2017-09-13","Mujer","Falabella","","Malla Deportiva Tigh...",NA,"S/ 49.90"
"2017-09-13","Mujer","Falabella","Vans","Zapatillas Mujer ERA",NA,"S/ 229"
"2017-09-13","Mujer","Falabella","Babolat","Raqueta de Tenis Com...","S/ 89.10","S/ 80.19"
"2017-09-13","Mujer","Falabella","Alexandave","Alexandave Balance S...",NA,"S/ 339"
"2017-09-13","Mujer","Falabella","Ogio","Mochila Circuit Pack...",NA,"S/ 299"
"2017-09-13","Mujer","Falabella","Ogio","Mochila Apollo Pack ...",NA,"S/ 289"
"2017-09-13","Mujer","Falabella","Monark","Monark Barra Sólida ...",NA,"S/ 179"
"2017-09-13","Mujer","Falabella","Everlast","Everlast Guante de B...",NA,"S/ 149"
"2017-09-13","Mujer","Falabella","Under Armour","Media Deportiva Muje...","S/ 39","S/ 35.10"
"2017-09-13","Mujer","Falabella","Dunlop","Maletín Para Raqueta...","S/ 289","S/ 202.30"
"2017-09-13","Mujer","Falabella","Reebok","Zapatillas Royal Gli...",NA,"S/ 229"
"2017-09-13","Mujer","Falabella","Vans","Zapatillas Camden St...",NA,"S/ 249"
"2017-09-13","Mujer","Falabella","Nike","Cag Nik Ba4925-415 N...","S/ 59","S/ 53.10"
"2017-09-13","Mujer","Falabella","Alexandave","Alexandave Rodillo d...",NA,"S/ 79"
"2017-09-13","Mujer","Falabella","North Star","Zapatillas Mujer Las...",NA,"S/ 89"
"2017-09-13","Mujer","Falabella","Nike","Pelota de Entrenamie...","S/ 139","S/ 125.10"
"2017-09-13","Mujer","Falabella","Thule","Mochila Crossov 40 L...",NA,"S/ 599"
"2017-09-13","Mujer","Falabella","Adidas","Zapatillas  Terrex A...","S/ 279","S/ 195.30"
"2017-09-13","Mujer","Falabella","Alexandave","Alexandave Saco de B...",NA,"S/ 379"
"2017-09-13","Mujer","Falabella","Puma","Mochila Buzz Backpac...","S/ 109","S/ 98.10"
"2017-09-13","Mujer","Falabella","Nike","Guantes Womens F M","S/ 89","S/ 80.10"
"2017-09-13","Mujer","Falabella","Converse","Zapatillas Mujer Mad...",NA,"S/ 269"
"2017-09-13","Mujer","Falabella","Ecowellness","Ecowellness Tobiller...","S/ 49.90","S/ 39.90"
"2017-09-13","Mujer","Falabella","Crepier","Mochila Oxford Negro",NA,"S/ 89"
"2017-09-13","Mujer","Falabella","Adidas","Zapatillas Alphaboun...","S/ 299","S/ 209.30"
"2017-09-13","Mujer","Falabella","Ultimate","Chaleco Running",NA,"S/ 669"
"2017-09-13","Mujer","Falabella","Adidas","Gorra Deportiva Clim...","S/ 69","S/ 55.20"
"2017-09-13","Mujer","Falabella","Under Armour","Mochila Ua Multi-Tas...","S/ 149","S/ 134.10"
"2017-09-13","Mujer","Falabella","Puma","Zapatillas de Traini...",NA,"S/ 379"
"2017-09-13","Mujer","Falabella","Victoria","Zapatillas Plataform...",NA,"S/ 239"
"2017-09-13","Mujer","Falabella","North Star","Zapatillas Mujer Tre...",NA,"S/ 99"
"2017-09-13","Mujer","Falabella","Nike","Zapatillas Mujer Air...","S/ 379","S/ 303.20"
"2017-09-13","Mujer","Falabella","Adidas","Maletín Deportivo Ti...","S/ 139","S/ 111.20"
"2017-09-13","Mujer","Falabella","Umbro","Mochila Deportiva Ve...","S/ 119","S/ 107.10"
"2017-09-13","Mujer","Falabella","Under Armour","Gorra Printed Polyes...","S/ 59","S/ 53.10"
"2017-09-13","Mujer","Falabella","Puma","Maletin Pro Training...","S/ 119","S/ 95.20"
"2017-09-13","Mujer","Falabella","Nike","Bolso Hombre BA4666-...","S/ 89","S/ 80.10"
"2017-09-13","Mujer","Falabella","Umbro","Polo Oficial de Univ...","S/ 199","S/ 159.20"
"2017-09-13","Mujer","Falabella","Ogio","Mochila Clutch Pack ...",NA,"S/ 229"
"2017-09-13","Mujer","Falabella","Puma","Zapatillas Mujer Pum...",NA,"S/ 249"
"2017-09-13","Mujer","Falabella","Reebok","Bolso Deportivo Work...",NA,"S/ 119"
"2017-09-13","Mujer","Falabella","Alexandave","Alexandave Alfombra ...",NA,"S/ 167.21"
"2017-09-13","Mujer","Falabella","Nike","Zapatillas Mujer Fle...",NA,"S/ 269"
"2017-09-13","Mujer","Falabella","SKLZ","SKLZ Pro Bans Heavy","S/ 139.90","S/ 129"
"2017-09-13","Mujer","Falabella","Adidas","Gorra 3 Rayas Classi...","S/ 79","S/ 63.20"
"2017-09-13","Mujer","Falabella","Nike","Gorro Tailwind Adj C...","S/ 59","S/ 53.10"
"2017-09-13","Mujer","Falabella","Tyr","Gorro Printed","S/ 24.90","S/ 22.41"
"2017-09-13","Mujer","Falabella","Olympikus","Zapatillas Angel Gri...",NA,"S/ 169"
"2017-09-13","Mujer","Falabella","Under Armour","Zapatillas Mujer Cro...","S/ 279","S/ 167.40"
"2017-09-13","Mujer","Falabella","Bontrager","Bontrager Guantes de...","S/ 79.90","S/ 69"
"2017-09-13","Mujer","Falabella","Adidas","Mochila Deportiva Po...","S/ 119","S/ 95.20"
"2017-09-13","Mujer","Falabella","Nike","Gorra Feather Light ...","S/ 65","S/ 58.50"
"2017-09-13","Mujer","Falabella","Nike","Zapatillas Urbanas M...",NA,"S/ 279"
"2017-09-13","Mujer","Falabella","Thule","Maleta de Viaje 38 L...",NA,"S/ 1,299"
"2017-09-13","Mujer","Falabella","Nike","Zapatillas Wmns Recr...",NA,"S/ 329"
"2017-09-13","Mujer","Falabella","Nike","Zapatillas Urbanas M...",NA,"S/ 389"
"2017-09-13","Mujer","Falabella","Under Armour","Gorro Hombre UA Twis...","S/ 59","S/ 53.10"
"2017-09-13","Mujer","Falabella","Call It Spring","Zapatos Mujer Sport ...","S/ 129","S/ 99"
"2017-09-13","Mujer","Falabella","Monark","Monark Pesas para Br...",NA,"S/ 49.90"
"2017-09-13","Mujer","Falabella","Nike","Gorra Feather Light ...","S/ 65","S/ 58.50"
"2017-09-13","Mujer","Falabella","Puma","Zapatillas Pulse Ign...","S/ 299","S/ 209.30"
"2017-09-13","Mujer","Falabella","Sparx","Zapatillas Unisex Ca...",NA,"S/ 49"
"2017-09-13","Mujer","Falabella","Olympikus","Zapatillas Running M...",NA,"S/ 149"
"2017-09-13","Mujer","Falabella","Reebok","Zapatillas Rise Supr...",NA,"S/ 159"
"2017-09-13","Mujer","Falabella","Nike","Polo Mujer 725745-01...","S/ 119","S/ 107.10"
"2017-09-13","Mujer","Falabella","Victoria","Zapatillas Sin Pasad...",NA,"S/ 149"
"2017-09-13","Mujer","Falabella","SKLZ","SKLZ Balón Medicinal...","S/ 169.90","S/ 139"
"2017-09-13","Mujer","Falabella","Under Armour","Mochila Deportiva UA...","S/ 149","S/ 129"
"2017-09-13","Mujer","Falabella","Fratta","Zapatillas Running M...","S/ 89","S/ 39.90"
"2017-09-13","Mujer","Falabella","Monark","Monark Mancuerna Cro...",NA,"S/ 69"
"2017-09-13","Mujer","Falabella","Body Sculptor","Body Sculptor Pesa K...","S/ 99","S/ 49.90"
"2017-09-13","Mujer","Falabella","Adidas","Zapatillas Terrex Ax...",NA,"S/ 399"
"2017-09-13","Mujer","Falabella","Puma","Top PWRSHAPE Forever","S/ 79","S/ 71.10"
"2017-09-13","Mujer","Falabella","Puma","Polo Core-Run S-S Te...","S/ 89","S/ 71.20"
"2017-09-13","Mujer","Falabella","SKLZ","SKLZ Elástico de Res...","S/ 89","S/ 79"
"2017-09-13","Mujer","Falabella","Aldo","Zapatillas Mujer Spo...",NA,"S/ 249"
"2017-09-13","Mujer","Falabella","Reebok","Gorro Mujer Se U Mic...","S/ 49","S/ 39.20"
"2017-09-13","Mujer","Falabella","Adidas","Gorra de Running Cli...","S/ 79","S/ 63.20"
"2017-09-13","Mujer","Falabella","Under Armour","MAL 1263969-403 UA U...","S/ 149","S/ 134.10"
"2017-09-13","Mujer","Falabella","Converse","Zapatillas CT II Shi...","S/ 289","S/ 173.40"
"2017-09-13","Mujer","Falabella","SKLZ","SKLZ Súper Saco de A...","S/ 299.90","S/ 269"
"2017-09-13","Mujer","Falabella","Adidas","Lentes de Natación P...","S/ 99","S/ 79.20"
"2017-09-13","Mujer","Falabella","Everlast","Mochila Deportiva Sp...",NA,"S/ 119"
"2017-09-13","Mujer","Falabella","Nike","Porta celular Lightw...",NA,"S/ 89"
"2017-09-13","Mujer","Falabella","Alexandave","Alexandave Almohadil...",NA,"S/ 49"
"2017-09-13","Mujer","Falabella","Call It Spring","Zapatos Mujer Sport ...",NA,"S/ 179"
"2017-09-13","Mujer","Falabella","Ogio","Maleta Terminal Stri...",NA,"S/ 809"
"2017-09-13","Mujer","Falabella","Under Armour","Mochila UA Storm Hus...","S/ 149","S/ 129"
"2017-09-13","Mujer","Falabella","Ogio","Mochila Throttle Pac...",NA,"S/ 369"
"2017-09-13","Mujer","Falabella","Adidas","Muñequera Para Tenis...","S/ 45","S/ 27"
"2017-09-13","Mujer","Falabella","Prince","Raqueta Pink 23 Niño...","S/ 159","S/ 111.30"
"2017-09-13","Mujer","Falabella","SKLZ","SKLZ Core Wheel","S/ 219","S/ 199"
"2017-09-13","Mujer","Falabella","Bontrager","Bontrager Guantes de...","S/ 79.90","S/ 69"
"2017-09-13","Mujer","Falabella","Adidas","Zapatillas Element R...",NA,"S/ 199"
"2017-09-13","Mujer","Falabella","Monark","Monark Barra Roscada...",NA,"S/ 129"
"2017-09-13","Mujer","Falabella","Puma","Pantalón Graphic Tig...","S/ 169","S/ 152.10"
"2017-09-13","Mujer","Falabella","Alexandave","Alexandave Socio de ...",NA,"S/ 1,439"
"2017-09-13","Mujer","Falabella","Puma","Short Active ESS Wov...","S/ 59","S/ 47.20"
"2017-09-13","Mujer","Falabella","Under Armour","Top Crossback Emboss...","S/ 109","S/ 87.20"
"2017-09-13","Mujer","Falabella","Under Armour","Media Deportiva Muje...","S/ 69","S/ 62.10"
"2017-09-13","Mujer","Falabella","Skechers","Zapatillas 11955 PKN...","S/ 259","S/ 181.30"
"2017-09-13","Mujer","Falabella","Vans","Zapatillas Sk8-Hi Vn...",NA,"S/ 269"
"2017-09-13","Mujer","Falabella","Dunlop","Maletín Para Raqueta...","S/ 289","S/ 202.30"
"2017-09-13","Mujer","Falabella","Ecowellness","Ecowellness Tobiller...","S/ 74.90","S/ 59.90"
"2017-09-13","Mujer","Falabella","Crepier","Mochila Gibbs Negro",NA,"S/ 189"
"2017-09-13","Mujer","Falabella","Nike","Guantes Wmns Fun M","S/ 69","S/ 62.10"
"2017-09-13","Mujer","Falabella","Ultimate","Chaleco Running",NA,"S/ 449"
"2017-09-13","Mujer","Falabella","Call It Spring","Zapatos Mujer Sport ...","S/ 159","S/ 99"
"2017-09-13","Mujer","Falabella","Nike","Cag Nik Ba4272-801 H...","S/ 69","S/ 62.10"
"2017-09-13","Mujer","Falabella","Ultimate","Tomatodo Ultimate Di...",NA,"S/ 89"
"2017-09-13","Mujer","Falabella","Alexandave","Alexandave Step Aeró...",NA,"S/ 399"
"2017-09-13","Mujer","Falabella","Vans","Zapatillas Urbanas M...",NA,"S/ 229"
"2017-09-13","Mujer","Falabella","North Star","Zapatillas Mujer Oli...",NA,"S/ 119"
"2017-09-13","Mujer","Falabella","Nike","Bolso Hombre BA5076-...","S/ 129","S/ 116.10"
"2017-09-13","Mujer","Falabella","Adidas","Short de Running 1/4...","S/ 89","S/ 53.40"
"2017-09-13","Mujer","Falabella","Thule","Maletín Chasm Talla ...",NA,"S/ 399"
"2017-09-13","Mujer","Falabella","Babolat","Antivibrador Babolat...","S/ 24.90","S/ 19.92"
