"fecha","subcategoria","ecommerce","marca","producto","precio.antes","precio.actual"
"2017-09-09","Accesorios-Hombre","Falabella","Fossil","/falabella-pe/product/15776521/Neceser-para-Caballero;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push",NA,"S/ 379"
"2017-09-09","Accesorios-Hombre","Falabella","Fossil","/falabella-pe/product/15776512/Morral-para-Caballero;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 839","S/ 649"
"2017-09-09","Accesorios-Hombre","Falabella","Fossil","/falabella-pe/product/15854519/Morral-para-Caballero;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 839","S/ 669"
"2017-09-09","Accesorios-Hombre","Falabella","Dockers","/falabella-pe/product/15755584/Billetera-Euro-S-Negro;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push",NA,"S/ 149"
"2017-09-09","Accesorios-Hombre","Falabella","Doo Australia","/falabella-pe/product/880690705/Mochila-Maite;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push&color=Azul","S/ 149","S/ 79"
"2017-09-09","Accesorios-Hombre","Falabella","Fossil","/falabella-pe/product/15854512/Organizador-para-Caballero;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 629","S/ 499"
"2017-09-09","Accesorios-Hombre","Falabella","Doo Australia","/falabella-pe/product/880688543/Mochila-Malva;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push&color=Burgundy","S/ 179","S/ 89"
"2017-09-09","Accesorios-Hombre","Falabella","Fossil","/falabella-pe/product/15776522/Neceser-para-Caballero;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push",NA,"S/ 379"
"2017-09-09","Accesorios-Hombre","Falabella","Fossil","/falabella-pe/product/15854503/Billetera-para-Caballero;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 279","S/ 219"
"2017-09-09","Accesorios-Hombre","Falabella","Fossil","/falabella-pe/product/15854513/Neceser-para-Caballero;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 539","S/ 429"
"2017-09-09","Accesorios-Hombre","Falabella","Fossil","/falabella-pe/product/15864738/Billetera-Para-Caballero;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 169","S/ 129"
"2017-09-09","Accesorios-Hombre","Falabella","Dockers","/falabella-pe/product/15755585/Billetera-Bifold-Negro;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push",NA,"S/ 159"
"2017-09-09","Accesorios-Hombre","Falabella","Fossil","/falabella-pe/product/15254300/Billetera-para-Caballero;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push",NA,"S/ 169"
"2017-09-09","Accesorios-Hombre","Falabella","Casio","/falabella-pe/product/14462989/Reloj-de-Metal-Mujer;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 519","S/ 337.35"
"2017-09-09","Accesorios-Hombre","Falabella","Guess","/falabella-pe/product/15093400/Reloj-Mujer-Acero-Blanco;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 1,149","S/ 509"
"2017-09-09","Accesorios-Hombre","Falabella","Fossil","/falabella-pe/product/15757475/Reloj-Hombre-Cuero-Negro;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 669","S/ 499"
"2017-09-09","Accesorios-Hombre","Falabella","Michael Kors","/falabella-pe/product/15758282/Reloj-Dama-Mk3561;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 1,109","S/ 730"
"2017-09-09","Accesorios-Hombre","Falabella","Casio","/falabella-pe/product/14462990/Reloj-de-Metal-Mujer;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 509","S/ 330.85"
"2017-09-09","Accesorios-Hombre","Falabella","Citizen","/falabella-pe/product/15816471/Reloj-Hombre-Acero-Plateado;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 999","S/ 649.35"
"2017-09-09","Accesorios-Hombre","Falabella","Royal London","/falabella-pe/product/15791201/Reloj-Mujer-Cuero-Negro;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 349","S/ 209.40"
"2017-09-09","Accesorios-Hombre","Falabella","Swiss Legend","/falabella-pe/product/15844750/Reloj-Mujer-Legend-South-Beach;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 2,099","S/ 1,049.50"
"2017-09-09","Accesorios-Hombre","Falabella","Guess","/falabella-pe/product/14556351/Reloj-Mujer-Intrepid-2-W0325L8;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 1,199","S/ 699"
"2017-09-09","Accesorios-Hombre","Falabella","Stührling","/falabella-pe/product/15772397/Reloj-Hombre-Cuero-Symphony-Surmount;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 799","S/ 399.50"
"2017-09-09","Accesorios-Hombre","Falabella","Guess","/falabella-pe/product/14968017/Reloj-Mujer-Dorado;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 899","S/ 399"
"2017-09-09","Accesorios-Hombre","Falabella","Casio","/falabella-pe/product/14964881/Reloj-Hombre-Casio-EFR-304L-7A;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 989","S/ 593.40"
"2017-09-09","Accesorios-Hombre","Falabella","Deluxe","/falabella-pe/product/15127280/Reloj-Hombre-Analogo;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 149","S/ 104.30"
"2017-09-09","Accesorios-Hombre","Falabella","Deluxe","/falabella-pe/product/15127281/Reloj-Hombre-Analogo;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 149","S/ 104.30"
"2017-09-09","Accesorios-Hombre","Falabella","Citizen","/falabella-pe/product/15816469/Reloj-Hombre-Acero-Plateado;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 799","S/ 399"
"2017-09-09","Accesorios-Hombre","Falabella","Guess","/falabella-pe/product/15840388/Reloj-Hombre-Resina-Azul;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 799","S/ 479.40"
"2017-09-09","Accesorios-Hombre","Falabella","Guess","/falabella-pe/product/15844711/Reloj-Hombre-Cuero-Negro;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 849","S/ 509.40"
"2017-09-09","Accesorios-Hombre","Falabella","Guess","/falabella-pe/product/15840396/Reloj-Hombre-Acero-Plateado;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 599","S/ 299"
"2017-09-09","Accesorios-Hombre","Falabella","Guess","/falabella-pe/product/15816467/Reloj-Hombre-Resina-Azul;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 699","S/ 419.40"
"2017-09-09","Accesorios-Hombre","Falabella","Casio","/falabella-pe/product/14733270/Reloj-Hombre-Casio-GA-100-1A4;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 719","S/ 431.40"
"2017-09-09","Accesorios-Hombre","Falabella","Deluxe","/falabella-pe/product/15127282/Reloj-Hombre-Analogo;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 149","S/ 104.30"
"2017-09-09","Accesorios-Hombre","Falabella","Casio","/falabella-pe/product/15813227/Reloj-Hombre-Resina-Negro;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 159","S/ 95"
"2017-09-09","Accesorios-Hombre","Falabella","Royal London","/falabella-pe/product/15791239/Reloj-Hombre-Resina-Negro;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 399","S/ 239.40"
"2017-09-09","Accesorios-Hombre","Falabella","Guess","/falabella-pe/product/15840398/Reloj-Mujer-Cuero-Lila;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 599","S/ 299"
"2017-09-09","Accesorios-Hombre","Falabella","Aerostar","/falabella-pe/product/15144763/Reloj-Mujer-Metal-Verde;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 309","S/ 216.30"
"2017-09-09","Accesorios-Hombre","Falabella","Tissot","/falabella-pe/product/15745179/Reloj-Hombre-Resina-Azul-Blanco;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 3,523","S/ 3,170.70"
"2017-09-09","Accesorios-Hombre","Falabella","Certina","/falabella-pe/product/15745130/Reloj-Hombre-Acero;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 3,608","S/ 3,247.20"
"2017-09-09","Accesorios-Hombre","Falabella","Tommy Hilfiger","/falabella-pe/product/15731699/Reloj-Mujer-1781689-Azul;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 1,069","S/ 641.40"
"2017-09-09","Accesorios-Hombre","Falabella","Guess","/falabella-pe/product/15840400/Reloj-Mujer-Cuero-Lila;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 599","S/ 359.40"
"2017-09-09","Accesorios-Hombre","Falabella","Guess","/falabella-pe/product/15840406/Reloj-Mujer-Cuero-Lila;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 399","S/ 199"
"2017-09-09","Accesorios-Hombre","Falabella","Swatch","/falabella-pe/product/15729769/Reloj-Mujer-Silicona;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 799","S/ 719.10"
"2017-09-09","Accesorios-Hombre","Falabella","CAT","/falabella-pe/product/14993877/Reloj-Hombre-NH-149-35-131;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 799","S/ 399.50"
"2017-09-09","Accesorios-Hombre","Falabella","Stührling","/falabella-pe/product/15772399/Reloj-Hombre-Cuero-Octane-Grand-Con;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 999","S/ 499.50"
"2017-09-09","Accesorios-Hombre","Falabella","Casio","/falabella-pe/product/15738207/Reloj-Mujer-LTP-TW100D-5A-Plateado;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 459","S/ 275.40"
"2017-09-09","Accesorios-Hombre","Falabella","Aerostar","/falabella-pe/product/15144762/Reloj-Mujer-Metal-Azul;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 309","S/ 216.30"
"2017-09-09","Accesorios-Hombre","Falabella","Fossil","/falabella-pe/product/15756704/Reloj-Mujer-Acero-Gris;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 619","S/ 495.20"
"2017-09-09","Accesorios-Hombre","Falabella","Bulova","/falabella-pe/product/15816476/Reloj-Hombre-Resina-Negro;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 4,899","S/ 3,919.20"
"2017-09-09","Accesorios-Hombre","Falabella","Mulco","/falabella-pe/product/15861766/Reloj-Mujer-Resina-Negro;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 2,299","S/ 1,379.40"
"2017-09-09","Accesorios-Hombre","Falabella","Stührling","/falabella-pe/product/15772396/Reloj-Hombre-Acero-Inoxidable-Classic-Ascot-Reg;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 999","S/ 499.50"
"2017-09-09","Accesorios-Hombre","Falabella","Casio","/falabella-pe/product/14733239/Reloj-Resina-Hombre;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 639","S/ 415.35"
"2017-09-09","Accesorios-Hombre","Falabella","Fossil","/falabella-pe/product/15862158/Reloj-Hombre-Acero-Plateado;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 1,209","S/ 967.20"
"2017-09-09","Accesorios-Hombre","Falabella","Guess","/falabella-pe/product/15840392/Reloj-Mujer-Cuero-Negro;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 679","S/ 407.40"
"2017-09-09","Accesorios-Hombre","Falabella","Fossil","/falabella-pe/product/15862209/Reloj-Mujer-Acero-Plateado;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 569","S/ 455.20"
"2017-09-09","Accesorios-Hombre","Falabella","Michael Kors","/falabella-pe/product/15821995/Reloj-Hombre-Acero-Azul-Marino;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 1,229","S/ 983.20"
"2017-09-09","Accesorios-Hombre","Falabella","Guess","/falabella-pe/product/15840394/Reloj-Mujer-Acero-Plateado;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 679","S/ 407.40"
"2017-09-09","Accesorios-Hombre","Falabella","Michael Kors","/falabella-pe/product/13729088/Reloj-de-Acero-para-Mujer;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 1,059","S/ 615.30"
"2017-09-09","Accesorios-Hombre","Falabella","Michael Kors","/falabella-pe/product/15774457/Reloj-Mujer-Acero-Oro-rosa;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 1,229","S/ 829"
"2017-09-09","Accesorios-Hombre","Falabella","Michael Kors","/falabella-pe/product/15773931/Reloj-Mujer-Acero-Dorado;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 1,229","S/ 829"
"2017-09-09","Accesorios-Hombre","Falabella","Michael Kors","/falabella-pe/product/15862172/Reloj-Hombre-Acero-Plateado;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 1,349","S/ 999"
"2017-09-09","Accesorios-Hombre","Falabella","Michael Kors","/falabella-pe/product/15862165/Reloj-Hombre-Acero-Plateado;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 1,349","S/ 999"
"2017-09-09","Accesorios-Hombre","Falabella","Michael Kors","/falabella-pe/product/15862161/Reloj-Mujer-Acero-Oro-Rosa;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 1,109","S/ 799"
"2017-09-09","Accesorios-Hombre","Falabella","Michael Kors","/falabella-pe/product/15862160/Reloj-Mujer-Acero-Plateado;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 1,109","S/ 799"
"2017-09-09","Accesorios-Hombre","Falabella","Michael Kors","/falabella-pe/product/15862163/Reloj-Mujer-Acero-Azul-Marino;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 1,109","S/ 799"
"2017-09-09","Accesorios-Hombre","Falabella","Michael Kors","/falabella-pe/product/15862215/Reloj-Mujer-Acero-Plateado;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 1,229","S/ 983.20"
"2017-09-09","Accesorios-Hombre","Falabella","Michael Kors","/falabella-pe/product/15862193/Reloj-Mujer-Acero-Plateado;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 1,229","S/ 983.20"
"2017-09-09","Accesorios-Hombre","Falabella","Michael Kors","/falabella-pe/product/15862162/Reloj-Mujer-Acero-Oro-Rosa;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 1,229","S/ 983.20"
"2017-09-09","Accesorios-Hombre","Falabella","Fossil","/falabella-pe/product/15065651/Reloj-Hombre-Acero-Marron;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 579","S/ 405.30"
"2017-09-09","Accesorios-Hombre","Falabella","Fossil","/falabella-pe/product/15821989/Reloj-Mujer-Acero-Plateado;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 569","S/ 455.20"
"2017-09-09","Accesorios-Hombre","Falabella","Michael Kors","/falabella-pe/product/14921755/Reloj-Hombre-MK8362;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 1,359","S/ 699"
"2017-09-09","Accesorios-Hombre","Falabella","Guess","/falabella-pe/product/15742955/Reloj-Mujer-Acero-Inoxidable-Oro-Rosa;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 999","S/ 449"
"2017-09-09","Accesorios-Hombre","Falabella","Michael Kors","/falabella-pe/product/15756699/Reloj-Mujer-Acero-Dorado;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 1,219","S/ 729"
"2017-09-09","Accesorios-Hombre","Falabella","Michael Kors","/falabella-pe/product/15065658/Reloj-Mujer-Acero-Dorado;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 959","S/ 635"
"2017-09-09","Accesorios-Hombre","Falabella","Fossil","/falabella-pe/product/15074735/Reloj-Hombre-Resina-Naranja;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 569","S/ 227"
"2017-09-09","Accesorios-Hombre","Falabella","Michael Kors","/falabella-pe/product/15758347/Reloj-Mujer-Acero-Inoxidable-Dorado;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 1,109","S/ 730"
"2017-09-09","Accesorios-Hombre","Falabella","Fossil","/falabella-pe/product/15756698/Reloj-Mujer-Acero-Plateado;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 689","S/ 482.30"
"2017-09-09","Accesorios-Hombre","Falabella","Guess","/falabella-pe/product/15141615/Reloj-Hombre-Analogo-Cuero;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 799","S/ 399"
"2017-09-09","Accesorios-Hombre","Falabella","Guess","/falabella-pe/product/15141617/Reloj-Hombre-Analogo-Cuero;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 799","S/ 309"
"2017-09-09","Accesorios-Hombre","Falabella","Festina","/falabella-pe/product/15177620/Reloj-Hombre-Analogo-Acero;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 679","S/ 429"
"2017-09-09","Accesorios-Hombre","Falabella","Aerostar","/falabella-pe/product/15144753/Reloj-Hombre-Analogo-Cuero;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 429","S/ 249"
"2017-09-09","Accesorios-Hombre","Falabella","Aerostar","/falabella-pe/product/15144754/Reloj-Hombre-Analogo-Cuero;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 429","S/ 249"
"2017-09-09","Accesorios-Hombre","Falabella","Aerostar","/falabella-pe/product/15144755/Reloj-Hombre-Analogo-Cuero;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 429","S/ 249"
"2017-09-09","Accesorios-Hombre","Falabella","Aerostar","/falabella-pe/product/15144760/Reloj-Mujer-Analogo-Resina;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 309","S/ 247.20"
"2017-09-09","Accesorios-Hombre","Falabella","Aerostar","/falabella-pe/product/15144761/Reloj-Mujer-Analogo-Resina;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 309","S/ 247.20"
"2017-09-09","Accesorios-Hombre","Falabella","Aerostar","/falabella-pe/product/15144766/Reloj-Mujer-Analogo-Acero;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 470","S/ 376"
"2017-09-09","Accesorios-Hombre","Falabella","Casio","/falabella-pe/product/14907233/Reloj-GA-110NM-9A-para-Hombre;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 939","S/ 469.50"
"2017-09-09","Accesorios-Hombre","Falabella","Aerostar","/falabella-pe/product/15144759/Reloj-Mujer-Analogo-Resina;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 309","S/ 247.20"
"2017-09-09","Accesorios-Hombre","Falabella","Aerostar","/falabella-pe/product/15144771/Reloj-Unisex-Digital-Resina;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 119","S/ 89"
"2017-09-09","Accesorios-Hombre","Falabella","Aerostar","/falabella-pe/product/14916305/Reloj-Mujer-Metal-Oro-Rosa-y-Marron;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 429","S/ 199"
"2017-09-09","Accesorios-Hombre","Falabella","Tissot","/falabella-pe/product/15745182/Reloj-Hombre-Tela-Negro-Rojo;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 1,591","S/ 1,431.90"
"2017-09-09","Accesorios-Hombre","Falabella","Ferrari","/falabella-pe/product/15071146/Reloj-Hombre-Analogico-de-Cuarzo-Marron;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 1,478","S/ 1,256.30"
"2017-09-09","Accesorios-Hombre","Falabella","CAT","/falabella-pe/product/15098642/Mochila-Benji;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push&color=Negro","S/ 139","S/ 97.30"
"2017-09-09","Accesorios-Hombre","Falabella","Wenger","/falabella-pe/product/15815466/Reloj-Hombre-Cuero-Negro-Attitude;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 869","S/ 608.30"
"2017-09-09","Accesorios-Hombre","Falabella","Aerostar","/falabella-pe/product/14916314/Reloj-Mujer-Metal-Dorado;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 340","S/ 306"
"2017-09-09","Accesorios-Hombre","Falabella","CAT","/falabella-pe/product/15115324/Mochila-Plowing;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push&color=Negro","S/ 159","S/ 111.30"
"2017-09-09","Accesorios-Hombre","Falabella","Guess","/falabella-pe/product/15093365/Reloj-Mujer-Analogo;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 879","S/ 549"
"2017-09-09","Accesorios-Hombre","Falabella","Tissot","/falabella-pe/product/15745183/Reloj-Hombre-Tela-Negro-Blanco;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 1,591","S/ 1,431.90"
"2017-09-09","Accesorios-Hombre","Falabella","Tommy Hilfiger","/falabella-pe/product/15071174/Reloj-Hombre-de-Cuarzo-Negro;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 699","S/ 489.30"
"2017-09-09","Accesorios-Hombre","Falabella","Wenger","/falabella-pe/product/15815484/Reloj-Hombre-Acero-Plateado-City-Classic;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 699","S/ 489.30"
"2017-09-09","Accesorios-Hombre","Falabella","Wenger","/falabella-pe/product/15815467/Reloj-Hombre-Acero-Plateado-Attitude;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 929","S/ 650.30"
"2017-09-09","Accesorios-Hombre","Falabella","Armani Exchange","/falabella-pe/product/15758284/Reloj-Caballero-Ax-Ax2323;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 589","S/ 399"
"2017-09-09","Accesorios-Hombre","Falabella","Puma","/falabella-pe/product/15731630/Reloj-Hombre-PU104191002-Negro;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 579","S/ 347.40"
"2017-09-09","Accesorios-Hombre","Falabella","Toy Watch","/falabella-pe/product/15679429/Reloj-Mujer-ME06PS;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 876","S/ 481.80"
"2017-09-09","Accesorios-Hombre","Falabella","Aerostar","/falabella-pe/product/14916315/Reloj-Mujer-Metal-Oro-Rosa;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 365","S/ 328.50"
"2017-09-09","Accesorios-Hombre","Falabella","Royal London","/falabella-pe/product/15791231/Reloj-Hombre-Cuero-Negro;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 799","S/ 559.30"
"2017-09-09","Accesorios-Hombre","Falabella","Guess","/falabella-pe/product/15093382/Reloj-Mujer-Analogo;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 1,399","S/ 799"
"2017-09-09","Accesorios-Hombre","Falabella","Puma","/falabella-pe/product/15731680/Reloj-Hombre-PU104101006-Marron;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 849","S/ 509.40"
"2017-09-09","Accesorios-Hombre","Falabella","Tissot","/falabella-pe/product/15745184/Reloj-Hombre-Tela-Guinda-Amarillo;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 1,591","S/ 1,431.90"
"2017-09-09","Accesorios-Hombre","Falabella","Huntington","/falabella-pe/product/15207056/Mochila-Juvenil;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push&color=Multi",NA,"S/ 119"
"2017-09-09","Accesorios-Hombre","Falabella","Tommy Hilfiger","/falabella-pe/product/15071182/Reloj-Hombre-de-Cuarzo-Plateado;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 750","S/ 675"
"2017-09-09","Accesorios-Hombre","Falabella","Guess","/falabella-pe/product/15136436/Reloj-Mujer-Analogo-Acero-Inoxidable;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 1,199","S/ 729"
"2017-09-09","Accesorios-Hombre","Falabella","Wenger","/falabella-pe/product/15815485/Reloj-Hombre-Cuero-Marron-City-Classic;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 819","S/ 573.30"
"2017-09-09","Accesorios-Hombre","Falabella","Wenger","/falabella-pe/product/15815468/Reloj-Hombre-Acero-Plateado-Attitude;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 929","S/ 650.30"
"2017-09-09","Accesorios-Hombre","Falabella","Armani Exchange","/falabella-pe/product/15758285/Reloj-Caballero-Ax-Ax2324;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 589","S/ 399"
"2017-09-09","Accesorios-Hombre","Falabella","Casio","/falabella-pe/product/15738283/Reloj-Mujer-B640WB-1A-Negro;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 349","S/ 279.20"
"2017-09-09","Accesorios-Hombre","Falabella","Puma","/falabella-pe/product/15731631/Reloj-Hombre-PU104211002-Azul;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 699","S/ 419.40"
"2017-09-09","Accesorios-Hombre","Falabella","Toy Watch","/falabella-pe/product/15679430/Reloj-Hombre-ME11RD;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 1,074","S/ 590.70"
"2017-09-09","Accesorios-Hombre","Falabella","Aerostar","/falabella-pe/product/14916317/Reloj-Mujer-Metal-Dorado;jsessionid=uBBaaxI9UzehiXD7wJSUxy6N.node35?navAction=push","S/ 350","S/ 245"
